,350,23546,4346,10,01,/n
,350,23475,4275,10,01,/n
,350,23379,4179,10,01,/n
,350,23309,4109,10,01,/n
,350,23231,4031,10,01,/n
,350,23161,3961,10,01,/n
,350,23125,3925,10,01,/n
,350,23098,3898,10,01,/n
,350,23071,3871,10,01,/n
,350,23043,3843,10,01,/n
,350,23021,3821,10,01,/n
,350,22977,3777,10,01,/n
,350,22961,3761,10,01,/n
,350,22944,3744,10,01,/n
,350,22902,3702,10,01,/n
,350,22885,3685,10,01,/n
,350,22862,3662,10,01,/n
,350,22851,3651,10,01,/n
,350,22850,3650,10,01,/n
,350,22824,3624,10,01,/n
,350,22835,3635,10,01,/n
,350,22812,3612,10,01,/n
,350,22811,3611,10,01,/n
,350,22816,3616,10,01,/n
,350,22837,3637,10,01,/n
,350,22843,3643,10,01,/n
,350,22867,3667,10,01,/n
,350,22878,3678,10,01,/n
,350,22868,3668,10,01,/n
,350,22866,3666,10,01,/n
,350,22879,3679,10,01,/n
,350,22894,3694,10,01,/n
,350,22903,3703,10,01,/n
,350,22910,3710,10,01,/n
,350,22928,3728,10,01,/n
,350,22918,3718,10,01,/n
,350,22910,3710,10,01,/n
,350,22918,3718,10,01,/n
,350,22924,3724,10,01,/n
,350,22915,3715,10,01,/n
,350,22917,3717,10,01,/n
,350,22905,3705,10,01,/n
,350,22899,3699,10,01,/n
,350,22883,3683,10,01,/n
,350,22873,3673,10,01,/n
,350,22867,3667,10,01,/n
,350,22863,3663,10,01,/n
,350,22846,3646,10,01,/n
,350,22851,3651,10,01,/n
,350,22862,3662,10,01,/n
,350,22857,3657,10,01,/n
,350,22831,3631,10,01,/n
,350,22847,3647,10,01,/n
,350,22817,3617,10,01,/n
,350,22824,3624,10,01,/n
,350,22823,3623,10,01,/n
,350,22834,3634,10,01,/n
,350,22820,3620,10,01,/n
,350,22822,3622,10,01,/n
,350,22825,3625,10,01,/n
,350,22827,3627,10,01,/n
,350,22841,3641,10,01,/n
,350,22820,3620,10,01,/n
,350,22835,3635,10,01,/n
,350,22825,3625,10,01,/n
,350,22833,3633,10,01,/n
,350,22836,3636,10,01,/n
,350,22823,3623,10,01,/n
,350,22837,3637,10,01,/n
,350,22846,3646,10,01,/n
,350,22842,3642,10,01,/n
,350,22831,3631,10,01,/n
,350,22846,3646,10,01,/n
,350,22834,3634,10,01,/n
,350,22844,3644,10,01,/n
,350,22843,3643,10,01,/n
,350,22836,3636,10,01,/n
,350,22835,3635,10,01,/n
,350,22828,3628,10,01,/n
,350,22827,3627,10,01,/n
,350,22843,3643,10,01,/n
,350,22848,3648,10,01,/n
,350,22836,3636,10,01,/n
,350,22815,3615,10,01,/n
,350,22827,3627,10,01,/n
,350,22801,3601,10,01,/n
,350,22817,3617,10,01,/n
,350,22811,3611,10,01,/n
,350,22796,3596,10,01,/n
,350,22796,3596,10,01,/n
,350,22793,3593,10,01,/n
,350,22809,3609,10,01,/n
,350,22803,3603,10,01,/n
,350,22815,3615,10,01,/n
,350,22821,3621,10,01,/n
,350,22827,3627,10,01,/n
,350,22815,3615,10,01,/n
,350,22833,3633,10,01,/n
,350,22825,3625,10,01,/n
,350,22844,3644,10,01,/n
,350,22847,3647,10,01,/n
,350,22852,3652,10,01,/n
,350,22863,3663,10,01,/n
,350,22873,3673,10,01,/n
,350,22889,3689,10,01,/n
,350,22900,3700,10,01,/n
,350,22906,3706,10,01,/n
,350,22927,3727,10,01,/n
,350,22935,3735,10,01,/n
,350,22970,3770,10,01,/n
,350,23002,3802,10,01,/n
,350,23034,3834,10,01,/n
,350,23056,3856,10,01,/n
,350,23077,3877,10,01,/n
,350,23116,3916,10,01,/n
,350,23129,3929,10,01,/n
,350,23173,3973,10,01,/n
,350,23179,3979,10,01,/n
,350,23186,3986,10,01,/n
,350,23200,4000,10,01,/n
,350,23231,4031,10,01,/n
,350,23262,4062,10,01,/n
,350,23276,4076,10,01,/n
,350,23302,4102,10,01,/n
,350,23312,4112,10,01,/n
,350,23342,4142,10,01,/n
,350,23350,4150,10,01,/n
,350,23353,4153,10,01,/n
,350,23364,4164,10,01,/n
,350,23361,4161,10,01,/n
,350,23379,4179,10,01,/n
,350,23379,4179,10,01,/n
,350,23384,4184,10,01,/n
,350,23395,4195,10,01,/n
,350,23402,4202,10,01,/n
,350,23406,4206,10,01,/n
,350,23424,4224,10,01,/n
,350,23413,4213,10,01,/n
,350,23421,4221,10,01,/n
,350,23421,4221,10,01,/n
,350,23424,4224,10,01,/n
,350,23425,4225,10,01,/n
,350,23420,4220,10,01,/n
,350,23411,4211,10,01,/n
,350,23409,4209,10,01,/n
,350,23391,4191,10,01,/n
,350,23400,4200,10,01,/n
,350,23372,4172,10,01,/n
,350,23375,4175,10,01,/n
,350,23335,4135,10,01,/n
,350,23299,4099,10,01,/n
,350,23293,4093,10,01,/n
,350,23243,4043,10,01,/n
,350,23220,4020,10,01,/n
,350,23196,3996,10,01,/n
,350,23175,3975,10,01,/n
,350,23134,3934,10,01,/n
,350,23116,3916,10,01,/n
,350,23106,3906,10,01,/n
,350,23067,3867,10,01,/n
,350,23074,3874,10,01,/n
,350,23072,3872,10,01,/n
,350,23047,3847,10,01,/n
,350,23079,3879,10,01,/n
,350,23070,3870,10,01,/n
,350,23068,3868,10,01,/n
,350,23070,3870,10,01,/n
,350,23072,3872,10,01,/n
,350,23106,3906,10,01,/n
,350,23122,3922,10,01,/n
,350,23135,3935,10,01,/n
,350,23159,3959,10,01,/n
,350,23172,3972,10,01,/n
,350,23218,4018,10,01,/n
,350,23236,4036,10,01,/n
,350,23253,4053,10,01,/n
,350,23269,4069,10,01,/n
,350,23285,4085,10,01,/n
,350,23316,4116,10,01,/n
,350,23337,4137,10,01,/n
,350,23340,4140,10,01,/n
,350,23368,4168,10,01,/n
,350,23381,4181,10,01,/n
,350,23407,4207,10,01,/n
,350,23401,4201,10,01,/n
,350,23428,4228,10,01,/n
,350,23445,4245,10,01,/n
,350,23451,4251,10,01,/n
,350,23455,4255,10,01,/n
,350,23475,4275,10,01,/n
,350,23475,4275,10,01,/n
,350,23486,4286,10,01,/n
,350,23507,4307,10,01,/n
,350,23508,4308,10,01,/n
,350,23543,4343,10,01,/n
,350,23545,4345,10,01,/n
,350,23575,4375,10,01,/n
,350,23587,4387,10,01,/n
,350,23601,4401,10,01,/n
,350,23620,4420,10,01,/n
,350,23643,4443,10,01,/n
,350,23672,4472,10,01,/n
,350,23684,4484,10,01,/n
,350,23700,4500,10,01,/n
,350,23726,4526,10,01,/n
,350,23733,4533,10,01,/n
,350,23754,4554,10,01,/n
,350,23778,4578,10,01,/n
,350,23787,4587,10,01,/n
,350,23817,4617,10,01,/n
,350,23822,4622,10,01,/n
,350,23824,4624,10,01,/n
,350,23861,4661,10,01,/n
,350,23865,4665,10,01,/n
,350,23878,4678,10,01,/n
,350,23880,4680,10,01,/n
,350,23907,4707,10,01,/n
,350,23913,4713,10,01,/n
,350,23914,4714,10,01,/n
,350,23947,4747,10,01,/n
,350,23932,4732,10,01,/n
,350,23944,4744,10,01,/n
,350,23960,4760,10,01,/n
,350,23967,4767,10,01,/n
,350,23985,4785,10,01,/n
,350,23993,4793,10,01,/n
,350,23991,4791,10,01,/n
,350,23993,4793,10,01,/n
,350,24015,4815,10,01,/n
,350,24013,4813,10,01,/n
,350,24003,4803,10,01,/n
,350,24018,4818,10,01,/n
,350,24012,4812,10,01,/n
,350,24023,4823,10,01,/n
,350,24004,4804,10,01,/n
,350,24005,4805,10,01,/n
,350,24001,4801,10,01,/n
,350,23997,4797,10,01,/n
,350,23970,4770,10,01,/n
,350,23962,4762,10,01,/n
,350,23936,4736,10,01,/n
,350,23924,4724,10,01,/n
,350,23896,4696,10,01,/n
,350,23881,4681,10,01,/n
,350,23870,4670,10,01,/n
,350,23836,4636,10,01,/n
,350,23831,4631,10,01,/n
,350,23800,4600,10,01,/n
,350,23799,4599,10,01,/n
,350,23775,4575,10,01,/n
,350,23760,4560,10,01,/n
,350,23734,4534,10,01,/n
,350,23730,4530,10,01,/n
,350,23710,4510,10,01,/n
,350,23683,4483,10,01,/n
,350,23619,4419,10,01,/n
,350,23568,4368,10,01,/n
,350,23499,4299,10,01,/n
,350,23410,4210,10,01,/n
,350,23327,4127,10,01,/n
,350,23299,4099,10,01,/n
,350,23248,4048,10,01,/n
,350,23207,4007,10,01,/n
,350,23177,3977,10,01,/n
,350,23152,3952,10,01,/n
,350,23129,3929,10,01,/n
,350,23107,3907,10,01,/n
,350,23086,3886,10,01,/n
,350,23090,3890,10,01,/n
,350,23099,3899,10,01,/n
,350,23124,3924,10,01,/n
,350,23118,3918,10,01,/n
,350,23125,3925,10,01,/n
,350,23124,3924,10,01,/n
,350,23143,3943,10,01,/n
,350,23145,3945,10,01,/n
,350,23171,3971,10,01,/n
,350,23198,3998,10,01,/n
,350,23207,4007,10,01,/n
,350,23237,4037,10,01,/n
,350,23273,4073,10,01,/n
,350,23331,4131,10,01,/n
,350,23354,4154,10,01,/n
,350,23417,4217,10,01,/n
,350,23469,4269,10,01,/n
,350,23532,4332,10,01,/n
,350,23568,4368,10,01,/n
,350,23632,4432,10,01,/n
,350,23667,4467,10,01,/n
,350,23738,4538,10,01,/n
,350,23757,4557,10,01,/n
,350,23807,4607,10,01,/n
,350,23844,4644,10,01,/n
,350,23878,4678,10,01,/n
,350,23924,4724,10,01,/n
,350,23949,4749,10,01,/n
,350,23962,4762,10,01,/n
,350,23972,4772,10,01,/n
,350,24006,4806,10,01,/n
,350,24040,4840,10,01,/n
,350,24051,4851,10,01,/n
,350,24076,4876,10,01,/n
,350,24097,4897,10,01,/n
,350,24121,4921,10,01,/n
,350,24143,4943,10,01,/n
,350,24156,4956,10,01,/n
,350,24199,4999,10,01,/n
,350,24204,5004,10,01,/n
,350,24235,5035,10,01,/n
,350,24247,5047,10,01,/n
,350,24277,5077,10,01,/n
,350,24277,5077,10,01,/n
,350,24307,5107,10,01,/n
,350,24332,5132,10,01,/n
,350,24342,5142,10,01,/n
,350,24341,5141,10,01,/n
,350,24357,5157,10,01,/n
,350,24381,5181,10,01,/n
,350,24387,5187,10,01,/n
,350,24395,5195,10,01,/n
,350,24419,5219,10,01,/n
,350,24433,5233,10,01,/n
,350,24453,5253,10,01,/n
,350,24455,5255,10,01,/n
,350,24469,5269,10,01,/n
,350,24494,5294,10,01,/n
,350,24500,5300,10,01,/n
,350,24516,5316,10,01,/n
,350,24521,5321,10,01,/n
,350,24537,5337,10,01,/n
,350,24539,5339,10,01,/n
,350,24538,5338,10,01,/n
,350,24548,5348,10,01,/n
,350,24549,5349,10,01,/n
,350,24550,5350,10,01,/n
,350,24527,5327,10,01,/n
,350,24540,5340,10,01,/n
,350,24528,5328,10,01,/n
