predict_TimeStamp,count_hs,heel_strike,side_strike,left_state,right_state,Press_L,Press_R,human_height,stair_height,distance,stride_size,avg_velocity,prediction,number_of_plane,hs_TS_Nsec,LM,
2025-09-23 15:37:42.055176,0,0,0,10,10,1926,1050,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.054955,1,,
2025-09-23 15:37:42.064930,0,0,0,10,10,1926,1050,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.064698,1,,
2025-09-23 15:37:42.074802,0,0,0,10,10,1926,1050,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.074423,1,,
2025-09-23 15:37:42.084492,0,0,0,10,10,1926,1034,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.084183,1,,
2025-09-23 15:37:42.094237,0,0,0,10,10,1926,1034,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.093924,1,,
2025-09-23 15:37:42.103897,0,0,0,10,10,1926,1034,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.103714,1,,
2025-09-23 15:37:42.113788,0,0,0,10,10,1926,1034,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.113524,1,,
2025-09-23 15:37:42.123604,0,0,0,10,10,1957,1034,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.123326,1,,
2025-09-23 15:37:42.133347,0,0,0,10,10,1957,1034,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.133141,1,,
2025-09-23 15:37:42.143087,0,0,0,10,10,1957,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.142864,1,,
2025-09-23 15:37:42.152797,0,0,0,10,10,1957,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.152603,1,,
2025-09-23 15:37:42.162618,0,0,0,10,10,1957,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.162364,1,,
2025-09-23 15:37:42.172238,0,0,0,10,10,1947,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.172090,1,,
2025-09-23 15:37:42.181973,0,0,0,10,10,1955,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.181789,1,,
2025-09-23 15:37:42.191673,0,0,0,10,10,1955,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.191493,1,,
2025-09-23 15:37:42.201350,0,0,0,10,10,1955,1030,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.201202,1,,
2025-09-23 15:37:42.211125,0,0,0,10,10,1955,1030,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.210911,1,,
2025-09-23 15:37:42.220801,0,0,0,10,10,1955,1030,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.220652,1,,
2025-09-23 15:37:42.230675,0,0,0,10,10,1955,1030,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.230396,1,,
2025-09-23 15:37:42.240334,0,0,0,10,10,1963,1030,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.240103,1,,
2025-09-23 15:37:42.249978,0,0,0,10,10,1963,1030,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.249804,1,,
2025-09-23 15:37:42.259838,0,0,0,10,10,1963,1024,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.259618,1,,
2025-09-23 15:37:42.269590,0,0,0,10,10,1963,1020,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.269351,1,,
2025-09-23 15:37:42.279386,0,0,0,10,10,1963,1020,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.279073,1,,
2025-09-23 15:37:42.289030,0,0,0,10,10,1963,1020,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.288810,1,,
2025-09-23 15:37:42.298710,0,0,0,10,10,1950,1020,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.298552,1,,
2025-09-23 15:37:42.308503,0,0,0,10,10,1950,1020,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.308293,1,,
2025-09-23 15:37:42.318183,0,0,0,10,10,1950,1020,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.318013,1,,
2025-09-23 15:37:42.327974,0,0,0,10,10,1950,1020,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.327759,1,,
2025-09-23 15:37:42.337711,0,0,0,10,10,1950,1025,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.337468,1,,
2025-09-23 15:37:42.347378,0,0,0,10,10,1950,1025,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.347163,1,,
2025-09-23 15:37:42.357061,0,0,0,10,10,1956,1025,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.356859,1,,
2025-09-23 15:37:42.366867,0,0,0,10,10,1956,1025,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.366602,1,,
2025-09-23 15:37:42.376549,0,0,0,10,10,1956,1025,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.376333,1,,
2025-09-23 15:37:42.386230,0,0,0,10,10,1956,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.386025,1,,
2025-09-23 15:37:42.396014,0,0,0,10,10,1956,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.395745,1,,
2025-09-23 15:37:42.405680,0,0,0,10,10,1956,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.405479,1,,
2025-09-23 15:37:42.415394,0,0,0,10,10,1956,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.415190,1,,
2025-09-23 15:37:42.425161,0,0,0,10,10,1952,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.424874,1,,
2025-09-23 15:37:42.434822,0,0,0,10,10,1952,1032,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.434614,1,,
2025-09-23 15:37:42.444593,0,0,0,10,10,1952,1038,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.444347,1,,
2025-09-23 15:37:42.454230,0,0,0,10,10,1952,1038,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.454062,1,,
2025-09-23 15:37:42.463971,0,0,0,10,10,1952,1038,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.463756,1,,
2025-09-23 15:37:42.473600,0,0,0,10,10,1945,1038,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.473444,1,,
2025-09-23 15:37:42.483294,0,0,0,10,10,1945,1038,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.483138,1,,
2025-09-23 15:37:42.493109,0,0,0,10,10,1945,1038,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.492843,1,,
2025-09-23 15:37:42.502683,0,0,0,10,10,1945,1038,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.502526,1,,
2025-09-23 15:37:42.512507,0,0,0,10,10,1945,1038,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.512317,1,,
2025-09-23 15:37:42.522277,0,0,0,10,10,1945,1044,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.522050,1,,
2025-09-23 15:37:42.532146,0,0,0,10,10,1945,1044,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.531863,1,,
2025-09-23 15:37:42.541718,0,0,0,10,10,1942,1044,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.541543,1,,
2025-09-23 15:37:42.551372,0,0,0,10,10,1942,1044,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.551228,1,,
2025-09-23 15:37:42.561228,0,0,0,10,10,1942,1044,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.560997,1,,
2025-09-23 15:37:42.570858,0,0,0,10,10,1942,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.570709,1,,
2025-09-23 15:37:42.580524,0,0,0,10,10,1942,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.580423,1,,
2025-09-23 15:37:42.590251,0,0,0,10,10,1942,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.590137,1,,
2025-09-23 15:37:42.600036,0,0,0,10,10,1936,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.599858,1,,
2025-09-23 15:37:42.609665,0,0,0,10,10,1936,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.609494,1,,
2025-09-23 15:37:42.619314,0,0,0,10,10,1936,1050,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.619173,1,,
2025-09-23 15:37:42.629011,0,0,0,10,10,1936,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.628859,1,,
2025-09-23 15:37:42.638858,0,0,0,10,10,1936,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.638592,1,,
2025-09-23 15:37:42.648553,0,0,0,10,10,1936,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.648287,1,,
2025-09-23 15:37:42.658191,0,0,0,10,10,1915,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.658009,1,,
2025-09-23 15:37:42.667933,0,0,0,10,10,1915,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.667737,1,,
2025-09-23 15:37:42.677676,0,0,0,10,10,1915,1055,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.677444,1,,
2025-09-23 15:37:42.687295,0,0,0,10,10,1915,1069,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.687132,1,,
2025-09-23 15:37:42.697052,0,0,0,10,10,1915,1072,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.696846,1,,
2025-09-23 15:37:42.706704,0,0,0,10,10,1915,1072,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.706535,1,,
2025-09-23 15:37:42.716432,0,0,0,10,10,1887,1072,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.716258,1,,
2025-09-23 15:37:42.726231,0,0,0,10,10,1887,1072,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.726014,1,,
2025-09-23 15:37:42.735976,0,0,0,10,10,1887,1072,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.735744,1,,
2025-09-23 15:37:42.745669,0,0,0,10,10,1887,1079,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.745484,1,,
2025-09-23 15:37:42.755339,0,0,0,10,10,1887,1079,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.755206,1,,
2025-09-23 15:37:42.765101,0,0,0,10,10,1887,1079,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.764904,1,,
2025-09-23 15:37:42.774802,0,0,0,10,10,1879,1079,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.774601,1,,
2025-09-23 15:37:42.784548,0,0,0,10,10,1879,1079,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.784336,1,,
2025-09-23 15:37:42.794428,0,0,0,10,10,1879,1079,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.794086,1,,
2025-09-23 15:37:42.803920,0,0,0,10,10,1879,1090,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.803752,1,,
2025-09-23 15:37:42.813643,0,0,0,10,10,1879,1090,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.813494,1,,
2025-09-23 15:37:42.823392,0,0,0,10,10,1879,1090,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.823225,1,,
2025-09-23 15:37:42.833207,0,0,0,10,10,1875,1090,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.832972,1,,
2025-09-23 15:37:42.842825,0,0,0,10,10,1845,1090,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.842646,1,,
2025-09-23 15:37:42.852568,0,0,0,10,10,1845,1090,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.852373,1,,
2025-09-23 15:37:42.862341,0,0,0,10,10,1845,1082,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.862080,1,,
2025-09-23 15:37:42.872002,0,0,0,10,10,1845,1083,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.871799,1,,
2025-09-23 15:37:42.881711,0,0,0,10,10,1845,1083,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.881564,1,,
2025-09-23 15:37:42.891502,0,0,0,10,10,1853,1083,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.891282,1,,
2025-09-23 15:37:42.901225,0,0,0,10,10,1838,1083,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.901003,1,,
2025-09-23 15:37:42.910937,0,0,0,10,10,1838,1083,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.910709,1,,
2025-09-23 15:37:42.920592,0,0,0,10,10,1838,1082,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.920382,1,,
2025-09-23 15:37:42.930359,0,0,0,10,10,1838,1097,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.930104,1,,
2025-09-23 15:37:42.940057,0,0,0,10,10,1838,1097,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.939813,1,,
2025-09-23 15:37:42.949745,0,0,0,10,10,1838,1097,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.949569,1,,
2025-09-23 15:37:42.959492,0,0,0,10,10,1838,1097,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.959281,1,,
2025-09-23 15:37:42.969202,0,0,0,10,10,1829,1097,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.968994,1,,
2025-09-23 15:37:42.978932,0,0,0,10,10,1829,1097,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.978723,1,,
2025-09-23 15:37:42.988614,0,0,0,10,10,1829,1095,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.988416,1,,
2025-09-23 15:37:42.998345,0,0,0,10,10,1829,1095,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.998151,1,,
2025-09-23 15:37:43.008028,0,0,0,10,10,1829,1095,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.007836,1,,
2025-09-23 15:37:43.017685,0,0,0,10,10,1829,1095,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.017573,1,,
2025-09-23 15:37:43.027449,0,0,0,10,10,1817,1095,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.027337,1,,
2025-09-23 15:37:43.037280,0,0,0,10,10,1820,1095,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.037074,1,,
2025-09-23 15:37:43.047022,0,0,0,10,10,1820,1105,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.046780,1,,
2025-09-23 15:37:43.056635,0,0,0,10,10,1820,1105,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.056462,1,,
2025-09-23 15:37:43.066407,0,0,0,10,10,1820,1105,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.066200,1,,
2025-09-23 15:37:43.076125,0,0,0,10,10,1826,1105,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.075888,1,,
2025-09-23 15:37:43.085751,0,0,0,10,10,1826,1105,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.085587,1,,
2025-09-23 15:37:43.095577,0,0,0,10,10,1826,1105,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.095292,1,,
2025-09-23 15:37:43.105189,0,0,0,10,10,1826,1105,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.105015,1,,
2025-09-23 15:37:43.114919,0,0,0,10,10,1826,1109,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.114737,1,,
2025-09-23 15:37:43.124609,0,0,0,10,10,1826,1109,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.124432,1,,
2025-09-23 15:37:43.134386,0,0,0,10,10,1838,1109,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.134135,1,,
2025-09-23 15:37:43.144077,0,0,0,10,10,1838,1109,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.143866,1,,
2025-09-23 15:37:43.153782,0,0,0,10,10,1838,1109,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.153574,1,,
2025-09-23 15:37:43.163453,0,0,0,10,10,1838,1126,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.163252,1,,
2025-09-23 15:37:43.173143,0,0,0,10,10,1838,1126,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.172971,1,,
2025-09-23 15:37:43.182874,0,0,0,10,10,1838,1126,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.182693,1,,
2025-09-23 15:37:43.192608,0,0,0,10,10,1838,1126,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.192415,1,,
2025-09-23 15:37:43.202365,0,0,0,10,10,1827,1126,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.202142,1,,
2025-09-23 15:37:43.211998,0,0,0,10,10,1827,1126,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.211849,1,,
2025-09-23 15:37:43.221734,0,0,0,10,10,1827,1126,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.221550,1,,
2025-09-23 15:37:43.231505,0,0,0,10,10,1827,1126,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.231251,1,,
2025-09-23 15:37:43.241212,0,0,0,10,10,1827,1138,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.240981,1,,
2025-09-23 15:37:43.250978,0,0,0,10,10,1827,1138,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.250693,1,,
2025-09-23 15:37:43.260709,0,0,0,10,10,1827,1138,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.260395,1,,
2025-09-23 15:37:43.270296,0,0,0,10,10,1817,1138,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.270111,1,,
2025-09-23 15:37:43.280061,0,0,0,10,10,1817,1141,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.279819,1,,
2025-09-23 15:37:43.289704,0,0,0,10,10,1817,1144,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.289561,1,,
2025-09-23 15:37:43.299482,0,0,0,10,10,1817,1144,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.299299,1,,
2025-09-23 15:37:43.309184,0,0,0,10,10,1817,1144,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.308980,1,,
2025-09-23 15:37:43.318933,0,0,0,10,10,1817,1144,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.318690,1,,
2025-09-23 15:37:43.328545,0,0,0,10,10,1827,1144,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.328370,1,,
2025-09-23 15:37:43.338282,0,0,0,10,10,1810,1144,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.338112,1,,
2025-09-23 15:37:43.348022,0,0,0,10,10,1810,1140,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.347810,1,,
2025-09-23 15:37:43.357673,0,0,0,10,10,1810,1140,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.357513,1,,
2025-09-23 15:37:43.367374,0,0,0,10,10,1810,1140,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.367209,1,,
2025-09-23 15:37:43.377059,0,0,0,10,10,1810,1140,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.376903,1,,
2025-09-23 15:37:43.386848,0,0,0,10,10,1800,1140,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.386637,1,,
2025-09-23 15:37:43.396556,0,0,0,10,10,1800,1140,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.396378,1,,
2025-09-23 15:37:43.406268,0,0,0,10,10,1800,1142,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.406088,1,,
2025-09-23 15:37:43.416000,0,0,0,10,10,1800,1142,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.415817,1,,
2025-09-23 15:37:43.425691,0,0,0,10,10,1800,1142,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.425511,1,,
2025-09-23 15:37:43.435599,0,0,0,10,10,1808,1142,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.435275,1,,
2025-09-23 15:37:43.445166,0,0,0,10,10,1808,1142,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.444978,1,,
2025-09-23 15:37:43.454912,0,0,0,10,10,1808,1142,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.454697,1,,
2025-09-23 15:37:43.464637,0,0,0,10,10,1808,1151,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.464375,1,,
2025-09-23 15:37:43.474253,0,0,0,10,10,1808,1151,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.474075,1,,
2025-09-23 15:37:43.483949,0,0,0,10,10,1808,1151,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.483804,1,,
2025-09-23 15:37:43.493721,0,0,0,10,10,1809,1151,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.493514,1,,
2025-09-23 15:37:43.503447,0,0,0,10,10,1801,1151,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.503249,1,,
2025-09-23 15:37:43.513113,0,0,0,10,10,1801,1151,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.512977,1,,
2025-09-23 15:37:43.522926,0,0,0,10,10,1801,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.522699,1,,
2025-09-23 15:37:43.532653,0,0,0,10,10,1801,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.532443,1,,
2025-09-23 15:37:43.542370,0,0,0,10,10,1801,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.542144,1,,
2025-09-23 15:37:43.552086,0,0,0,10,10,1801,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.551891,1,,
2025-09-23 15:37:43.561810,0,0,0,10,10,1813,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.561579,1,,
2025-09-23 15:37:43.571493,0,0,0,10,10,1828,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.571293,1,,
2025-09-23 15:37:43.581173,0,0,0,10,10,1828,1163,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.581019,1,,
2025-09-23 15:37:43.590872,0,0,0,10,10,1828,1157,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.590734,1,,
2025-09-23 15:37:43.600692,0,0,0,10,10,1828,1157,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.600455,1,,
2025-09-23 15:37:43.610291,0,0,0,10,10,1828,1157,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.610134,1,,
2025-09-23 15:37:43.620048,0,0,0,10,10,1809,1157,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.619848,1,,
2025-09-23 15:37:43.629704,0,0,0,10,10,1809,1157,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.629507,1,,
2025-09-23 15:37:43.639420,0,0,0,10,10,1809,1157,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.639230,1,,
2025-09-23 15:37:43.649147,0,0,0,10,10,1809,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.648955,1,,
2025-09-23 15:37:43.658834,0,0,0,10,10,1809,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.658669,1,,
2025-09-23 15:37:43.668643,0,0,0,10,10,1809,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.668407,1,,
2025-09-23 15:37:43.678311,0,0,0,10,10,1818,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.678123,1,,
2025-09-23 15:37:43.687984,0,0,0,10,10,1818,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.687840,1,,
2025-09-23 15:37:43.697799,0,0,0,10,10,1818,1160,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.697537,1,,
2025-09-23 15:37:43.707395,0,0,0,10,10,1818,1170,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.707222,1,,
2025-09-23 15:37:43.717233,0,0,0,10,10,1818,1170,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.716948,1,,
2025-09-23 15:37:43.726865,0,0,0,10,10,1818,1170,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.726644,1,,
2025-09-23 15:37:43.736597,0,0,0,10,10,1805,1170,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.736378,1,,
2025-09-23 15:37:43.746353,0,0,0,10,10,1805,1170,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.746113,1,,
2025-09-23 15:37:43.756064,0,0,0,10,10,1805,1170,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.755839,1,,
2025-09-23 15:37:43.765782,0,0,0,10,10,1805,1187,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.765564,1,,
2025-09-23 15:37:43.775419,0,0,0,10,10,1805,1187,1720.000,-20.000,2500.000,0.000,0.000,0.0,1,09-23 15:38:40.775262,1,,
