predict_TimeStamp,count_hs,heel_strike,side_strike,left_state,right_state,Press_L,Press_R,human_height,stair_height,distance,stride_size,avg_velocity,prediction,number_of_plane,hs_TS_Nsec,LM,
2025-09-23 15:37:46.208940,3,0,22,10,10,558,1572,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.208562,1,,
2025-09-23 15:37:46.218510,3,0,22,10,10,558,1572,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.218254,1,,
2025-09-23 15:37:46.228155,3,0,22,10,10,558,2156,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.227979,1,,
2025-09-23 15:37:46.237894,3,0,22,10,10,558,2156,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.237661,1,,
2025-09-23 15:37:46.247675,3,0,22,10,10,558,2156,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.247424,1,,
2025-09-23 15:37:46.257432,3,0,22,20,10,-926,2156,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.257303,1,,
2025-09-23 15:37:46.267409,3,0,22,20,10,-926,2156,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.267004,1,,
2025-09-23 15:37:46.276999,3,0,22,20,10,-926,2156,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.276804,1,,
2025-09-23 15:37:46.286788,3,0,22,20,10,-926,2698,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.286642,1,,
2025-09-23 15:37:46.296495,3,0,22,20,10,-926,2698,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.296323,1,,
2025-09-23 15:37:46.306192,3,0,22,20,10,-926,2698,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.306039,1,,
2025-09-23 15:37:46.315857,3,0,22,20,10,-929,2698,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.315718,1,,
2025-09-23 15:37:46.325745,3,0,22,20,10,-929,2698,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.325590,1,,
2025-09-23 15:37:46.335588,3,0,22,20,10,-929,2698,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.335311,1,,
2025-09-23 15:37:46.345367,3,0,22,20,10,-929,2834,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.345049,1,,
2025-09-23 15:37:46.355102,3,0,22,20,10,-929,2834,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.354792,1,,
2025-09-23 15:37:46.364818,3,0,22,20,10,-929,2834,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.364567,1,,
2025-09-23 15:37:46.374566,3,0,22,20,10,-929,2834,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.374300,1,,
2025-09-23 15:37:46.384344,3,0,22,20,10,-929,2834,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.384031,1,,
2025-09-23 15:37:46.394130,3,0,22,20,10,-924,2834,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.393735,1,,
2025-09-23 15:37:46.403705,3,0,22,20,10,-924,2616,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.403451,1,,
2025-09-23 15:37:46.413577,3,0,22,20,10,-924,2616,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.413182,1,,
2025-09-23 15:37:46.423196,3,0,22,20,10,-924,2616,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.422888,1,,
2025-09-23 15:37:46.432989,3,0,22,20,10,-924,2616,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.432603,1,,
2025-09-23 15:37:46.442687,3,0,22,20,10,-932,2616,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.442316,1,,
2025-09-23 15:37:46.452340,3,0,22,20,10,-932,2616,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.452018,1,,
2025-09-23 15:37:46.462033,3,0,22,20,10,-932,2271,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.461734,1,,
2025-09-23 15:37:46.471759,3,0,22,20,10,-932,2176,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.471441,1,,
2025-09-23 15:37:46.481444,3,0,22,20,10,-932,2176,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.481184,1,,
2025-09-23 15:37:46.491157,3,0,22,20,10,-932,2176,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.490890,1,,
2025-09-23 15:37:46.500878,3,0,22,20,10,-920,2176,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.500628,1,,
2025-09-23 15:37:46.510715,3,0,22,20,10,-920,2176,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.510381,1,,
2025-09-23 15:37:46.520307,3,0,22,20,10,-920,2176,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.520116,1,,
2025-09-23 15:37:46.530633,3,0,22,20,10,-920,2031,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.530287,1,,
2025-09-23 15:37:46.540193,3,0,22,20,10,-920,1572,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.539899,1,,
2025-09-23 15:37:46.549818,3,0,22,20,10,-920,1572,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.549595,1,,
2025-09-23 15:37:46.559629,3,0,22,20,10,-930,1572,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.559283,1,,
2025-09-23 15:37:46.569262,3,0,22,20,10,-876,1572,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.568980,1,,
2025-09-23 15:37:46.578974,3,0,22,20,10,-876,1572,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.578671,1,,
2025-09-23 15:37:46.588630,3,0,22,20,10,-876,1691,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.588390,1,,
2025-09-23 15:37:46.598396,3,0,22,20,10,-876,1691,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.598077,1,,
2025-09-23 15:37:46.608078,3,0,22,20,10,-876,1691,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.607803,1,,
2025-09-23 15:37:46.617726,3,0,22,20,10,-886,1691,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.617555,1,,
2025-09-23 15:37:46.627467,3,0,22,20,10,-886,1691,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.627260,1,,
2025-09-23 15:37:46.637326,3,0,22,20,10,-886,1691,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.637052,1,,
2025-09-23 15:37:46.646958,3,0,22,20,10,-886,1957,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.646774,1,,
2025-09-23 15:37:46.656630,3,0,22,20,10,-886,1957,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.656459,1,,
2025-09-23 15:37:46.666331,3,0,22,20,10,-886,1957,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.666159,1,,
2025-09-23 15:37:46.676174,3,0,22,20,10,-749,1957,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.675951,1,,
2025-09-23 15:37:46.685769,3,0,22,20,10,-749,1957,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.685636,1,,
2025-09-23 15:37:46.695639,3,0,22,20,10,-749,1957,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.695430,1,,
2025-09-23 15:37:46.705393,3,0,22,20,10,-749,1484,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.705127,1,,
2025-09-23 15:37:46.714982,3,0,22,20,10,-749,1484,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.714831,1,,
2025-09-23 15:37:46.724742,3,0,22,20,10,-749,1484,1720.000,-20.000,2500.000,838.188,628.809,0.0,1,09-23 15:38:40.724527,1,,
2025-09-23 15:37:46.734482,4,1,11,10,10,1166,1484,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.734223,1,,
2025-09-23 15:37:46.744169,4,0,11,10,10,1166,1484,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.743909,1,,
2025-09-23 15:37:46.753948,4,0,11,10,10,1166,1484,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.753596,1,,
2025-09-23 15:37:46.763843,4,0,11,10,10,1166,1043,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.763576,1,,
2025-09-23 15:37:46.773345,4,0,11,10,10,1166,740,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.773017,1,,
2025-09-23 15:37:46.783085,4,0,11,10,10,1166,740,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.782736,1,,
2025-09-23 15:37:46.792713,4,0,11,10,10,1629,740,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.792436,1,,
2025-09-23 15:37:46.802374,4,0,11,10,10,2279,740,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.802134,1,,
2025-09-23 15:37:46.812146,4,0,11,10,10,2279,740,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.811848,1,,
2025-09-23 15:37:46.821903,4,0,11,10,20,2279,-430,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.821574,1,,
2025-09-23 15:37:46.831556,4,0,11,10,20,2279,-881,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.831301,1,,
2025-09-23 15:37:46.841196,4,0,11,10,20,2279,-881,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.841003,1,,
2025-09-23 15:37:46.850986,4,0,11,10,20,2279,-881,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.850761,1,,
2025-09-23 15:37:46.860867,4,0,11,10,20,3025,-881,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.860510,1,,
2025-09-23 15:37:46.870585,4,0,11,10,20,3025,-881,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.870368,1,,
2025-09-23 15:37:46.880221,4,0,11,10,20,3025,-970,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.880065,1,,
2025-09-23 15:37:46.889990,4,0,11,10,20,3025,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.889761,1,,
2025-09-23 15:37:46.899690,4,0,11,10,20,3025,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.899470,1,,
2025-09-23 15:37:46.909491,4,0,11,10,20,3025,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.909267,1,,
2025-09-23 15:37:46.919244,4,0,11,10,20,3381,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.918960,1,,
2025-09-23 15:37:46.928927,4,0,11,10,20,3381,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.928701,1,,
2025-09-23 15:37:46.938638,4,0,11,10,20,3381,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.938400,1,,
2025-09-23 15:37:46.948404,4,0,11,10,20,3381,-1014,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.948157,1,,
2025-09-23 15:37:46.957996,4,0,11,10,20,3381,-1010,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.957857,1,,
2025-09-23 15:37:46.968057,4,0,11,10,20,3381,-1010,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.967711,1,,
2025-09-23 15:37:46.977621,4,0,11,10,20,3381,-1010,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.977482,1,,
2025-09-23 15:37:46.987406,4,0,11,10,20,3381,-1010,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.987230,1,,
2025-09-23 15:37:46.997286,4,0,11,10,20,3381,-1010,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.997011,1,,
2025-09-23 15:37:47.007079,4,0,11,10,20,3381,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.006790,1,,
2025-09-23 15:37:47.016902,4,0,11,10,20,3359,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.016589,1,,
2025-09-23 15:37:47.026736,4,0,11,10,20,3359,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.026409,1,,
2025-09-23 15:37:47.036405,4,0,11,10,20,3071,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.036123,1,,
2025-09-23 15:37:47.046036,4,0,11,10,20,3071,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.045793,1,,
2025-09-23 15:37:47.055839,4,0,11,10,20,3071,-981,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.055480,1,,
2025-09-23 15:37:47.065380,4,0,11,10,20,3071,-898,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.065168,1,,
2025-09-23 15:37:47.075225,4,0,11,10,20,3071,-898,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.074850,1,,
2025-09-23 15:37:47.084833,4,0,11,10,20,3071,-898,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.084539,1,,
2025-09-23 15:37:47.094423,4,0,11,10,20,3071,-898,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.094228,1,,
2025-09-23 15:37:47.104203,4,0,11,10,20,2857,-898,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.103920,1,,
2025-09-23 15:37:47.113896,4,0,11,10,20,2857,-898,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.113691,1,,
2025-09-23 15:37:47.123618,4,0,11,10,20,2857,-864,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.123366,1,,
2025-09-23 15:37:47.133303,4,0,11,10,20,2857,-864,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.133103,1,,
2025-09-23 15:37:47.143094,4,0,11,10,20,2857,-864,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.142874,1,,
2025-09-23 15:37:47.152845,4,0,11,10,20,2896,-864,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.152577,1,,
2025-09-23 15:37:47.162499,4,0,11,10,20,2927,-864,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.162284,1,,
2025-09-23 15:37:47.172237,4,0,11,10,20,2927,-864,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.172027,1,,
2025-09-23 15:37:47.181926,4,0,11,10,20,2927,-926,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.181742,1,,
2025-09-23 15:37:47.191704,4,0,11,10,20,2927,-926,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.191442,1,,
2025-09-23 15:37:47.201389,4,0,11,10,20,2927,-926,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.201151,1,,
2025-09-23 15:37:47.211098,4,0,11,10,20,2927,-926,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.210856,1,,
2025-09-23 15:37:47.220984,4,0,11,10,20,3215,-926,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.220691,1,,
2025-09-23 15:37:47.230660,4,0,11,10,20,3215,-926,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.230406,1,,
2025-09-23 15:37:47.240443,4,0,11,10,20,3215,-920,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.240171,1,,
2025-09-23 15:37:47.250039,4,0,11,10,20,3215,-918,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.249869,1,,
2025-09-23 15:37:47.259910,4,0,11,10,20,3215,-918,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.259721,1,,
2025-09-23 15:37:47.269753,4,0,11,10,20,3215,-918,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.269505,1,,
2025-09-23 15:37:47.279458,4,0,11,10,20,4193,-918,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.279210,1,,
2025-09-23 15:37:47.289153,4,0,11,10,20,4193,-918,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.288912,1,,
2025-09-23 15:37:47.298864,4,0,11,10,20,4193,-918,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.298629,1,,
2025-09-23 15:37:47.308669,4,0,11,10,20,4193,-769,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.308445,1,,
2025-09-23 15:37:47.318392,4,0,11,10,20,4193,-769,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.318153,1,,
2025-09-23 15:37:47.328045,4,0,11,10,20,4193,-769,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.327862,1,,
2025-09-23 15:37:47.337915,4,0,11,10,20,4456,-769,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.337679,1,,
2025-09-23 15:37:47.347635,4,0,11,10,20,4456,-769,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.347398,1,,
2025-09-23 15:37:47.357463,4,0,11,10,20,4456,-769,1720.000,-20.000,2500.000,1168.184,892.557,0.0,1,09-23 15:38:40.357222,1,,
2025-09-23 15:37:47.367257,5,1,22,10,10,4456,922,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.366960,1,,
2025-09-23 15:37:47.377080,5,0,22,10,10,4456,922,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.376695,1,,
2025-09-23 15:37:47.386689,5,0,22,10,10,4456,922,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.386406,1,,
2025-09-23 15:37:47.396399,5,0,22,10,10,3930,922,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.396114,1,,
2025-09-23 15:37:47.406099,5,0,22,10,10,3930,922,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.405858,1,,
2025-09-23 15:37:47.415796,5,0,22,10,10,3930,922,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.415567,1,,
2025-09-23 15:37:47.425835,5,0,22,10,10,3930,1849,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.425406,1,,
2025-09-23 15:37:47.435491,5,0,22,10,10,3930,1849,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.435144,1,,
2025-09-23 15:37:47.445225,5,0,22,10,10,3930,1849,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.444859,1,,
2025-09-23 15:37:47.454865,5,0,22,20,10,-776,1849,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.454583,1,,
2025-09-23 15:37:47.464557,5,0,22,20,10,-776,1849,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.464305,1,,
2025-09-23 15:37:47.474335,5,0,22,20,10,-776,1849,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.474113,1,,
2025-09-23 15:37:47.484082,5,0,22,20,10,-776,2552,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.483922,1,,
2025-09-23 15:37:47.494027,5,0,22,20,10,-776,2552,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.493687,1,,
2025-09-23 15:37:47.503743,5,0,22,20,10,-776,2552,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.503430,1,,
2025-09-23 15:37:47.513358,5,0,22,20,10,-776,2552,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.513166,1,,
2025-09-23 15:37:47.523208,5,0,22,20,10,-776,2552,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.522965,1,,
2025-09-23 15:37:47.533018,5,0,22,20,10,-923,2552,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.532756,1,,
2025-09-23 15:37:47.542771,5,0,22,20,10,-923,2847,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.542473,1,,
2025-09-23 15:37:47.552461,5,0,22,20,10,-923,2847,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.552233,1,,
2025-09-23 15:37:47.562181,5,0,22,20,10,-923,2847,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.561938,1,,
2025-09-23 15:37:47.571841,5,0,22,20,10,-925,2847,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.571636,1,,
2025-09-23 15:37:47.581541,5,0,22,20,10,-927,2847,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.581357,1,,
2025-09-23 15:37:47.591310,5,0,22,20,10,-927,2847,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.591086,1,,
2025-09-23 15:37:47.600973,5,0,22,20,10,-927,2774,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.600791,1,,
2025-09-23 15:37:47.610767,5,0,22,20,10,-927,2118,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.610492,1,,
2025-09-23 15:37:47.620535,5,0,22,20,10,-927,2118,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.620235,1,,
2025-09-23 15:37:47.630143,5,0,22,20,10,-927,2118,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.629935,1,,
2025-09-23 15:37:47.640052,5,0,22,20,10,-930,2118,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.639687,1,,
2025-09-23 15:37:47.649602,5,0,22,20,10,-930,2118,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.649395,1,,
2025-09-23 15:37:47.659556,5,0,22,20,10,-930,2118,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.659130,1,,
2025-09-23 15:37:47.669159,5,0,22,20,10,-930,1786,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.668837,1,,
2025-09-23 15:37:47.678821,5,0,22,20,10,-930,1786,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.678566,1,,
2025-09-23 15:37:47.688595,5,0,22,20,10,-930,1786,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.688299,1,,
2025-09-23 15:37:47.698256,5,0,22,20,10,-916,1786,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.698004,1,,
2025-09-23 15:37:47.708042,5,0,22,20,10,-916,1786,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.707737,1,,
2025-09-23 15:37:47.717713,5,0,22,20,10,-916,1786,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.717464,1,,
2025-09-23 15:37:47.727456,5,0,22,20,10,-916,1512,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.727156,1,,
2025-09-23 15:37:47.737782,5,0,22,20,10,-916,1512,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.736936,1,,
2025-09-23 15:37:47.746862,5,0,22,20,10,-916,1512,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.746646,1,,
2025-09-23 15:37:47.756560,5,0,22,20,10,-919,1512,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.756340,1,,
2025-09-23 15:37:47.766234,5,0,22,20,10,-919,1512,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.766047,1,,
2025-09-23 15:37:47.776026,5,0,22,20,10,-919,1512,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.775786,1,,
2025-09-23 15:37:47.785888,5,0,22,20,10,-919,1538,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.785598,1,,
2025-09-23 15:37:47.795618,5,0,22,20,10,-919,1538,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.795320,1,,
2025-09-23 15:37:47.805287,5,0,22,20,10,-919,1538,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.805113,1,,
2025-09-23 15:37:47.815098,5,0,22,20,10,-894,1538,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.814815,1,,
2025-09-23 15:37:47.824729,5,0,22,20,10,-894,1538,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.824511,1,,
2025-09-23 15:37:47.834664,5,0,22,20,10,-894,1538,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.834219,1,,
2025-09-23 15:37:47.844227,5,0,22,20,10,-894,2030,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.843909,1,,
2025-09-23 15:37:47.853874,5,0,22,20,10,-894,2030,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.853591,1,,
2025-09-23 15:37:47.863520,5,0,22,20,10,-894,2030,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.863282,1,,
2025-09-23 15:37:47.873147,5,0,22,20,10,-877,2030,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.872972,1,,
2025-09-23 15:37:47.882936,5,0,22,20,10,-886,2030,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.882644,1,,
2025-09-23 15:37:47.892700,5,0,22,20,10,-886,2030,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.892338,1,,
2025-09-23 15:37:47.902201,5,0,22,20,10,-886,2030,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.902032,1,,
2025-09-23 15:37:47.911852,5,0,22,20,10,-886,2030,1720.000,-20.000,2500.000,1266.622,1001.821,0.0,1,09-23 15:38:40.911718,1,,
